Collection,Set Name,Card Name,Value,Release Date
Unlimited,Expedition Base Set,Gengar,159.99,2002-09-15
Unlimited,Expedition Base Set,Machamp,47.99,2002-09-15
Unlimited,Expedition Base Set,Magby,37.99,2002-09-15
Unlimited,Expedition Base Set,Mewtwo,239.99,2002-09-15
Unlimited,Expedition Base Set,Ninetales,51.99,2002-09-15
Unlimited,Expedition Base Set,Pidgeot,87.99,2002-09-15
Unlimited,Expedition Base Set,Raichu,52.79,2002-09-15
Unlimited,Expedition Base Set,Rapidash,47.99,2002-09-15
Unlimited,Expedition Base Set,Tyranitar,119.99,2002-09-15
Unlimited,Expedition Base Set,Venusaur,86.63,2002-09-15
Unlimited,Expedition Base Set,Vileplume,29.99,2002-09-15
Unlimited,Expedition Base Set,Weezing,52.79,2002-09-15
Unlimited,Expedition Base Set,Alakazam,7.99,2002-09-15
Unlimited,Expedition Base Set,Blastoise,31.99,2002-09-15
Unlimited,Expedition Base Set,Blastoise,27.99,2002-09-15
Unlimited,Expedition Base Set,Charizard,87.99,2002-09-15
Unlimited,Expedition Base Set,Charizard,63.99,2002-09-15
Unlimited,Expedition Base Set,Clefable,2.71,2002-09-15
Unlimited,Expedition Base Set,Dragonite,27.99,2002-09-15
Unlimited,Expedition Base Set,Fearow,5.59,2002-09-15
Unlimited,Expedition Base Set,Feraligatr,7.19,2002-09-15
Unlimited,Expedition Base Set,Feraligatr,15.99,2002-09-15
Unlimited,Expedition Base Set,Gengar,27.35,2002-09-15
Unlimited,Expedition Base Set,Machamp,2.71,2002-09-15
Unlimited,Expedition Base Set,Magby,3.75,2002-09-15
Unlimited,Expedition Base Set,Mewtwo,20.15,2002-09-15
Unlimited,Expedition Base Set,Ninetales,7.03,2002-09-15
Unlimited,Expedition Base Set,Pidgeot,7.03,2002-09-15
Unlimited,Expedition Base Set,Raichu,3.99,2002-09-15
Unlimited,Expedition Base Set,Rapidash,4.23,2002-09-15
Unlimited,Expedition Base Set,Tyranitar,9.59,2002-09-15
Unlimited,Expedition Base Set,Venusaur,17.59,2002-09-15
Unlimited,Expedition Base Set,Venusaur,7.51,2002-09-15
Unlimited,Expedition Base Set,Vileplume,2.78,2002-09-15
Unlimited,Expedition Base Set,Weezing,1.67,2002-09-15
Unlimited,Expedition Base Set,Chansey,1.43,2002-09-15
Unlimited,Expedition Base Set,Charmeleon,11.99,2002-09-15
Unlimited,Expedition Base Set,Croconaw,3.51,2002-09-15
Unlimited,Expedition Base Set,Gloom,1.27,2002-09-15
Unlimited,Expedition Base Set,Haunter,2.79,2002-09-15
Unlimited,Expedition Base Set,Hitmonlee,2.31,2002-09-15
Unlimited,Expedition Base Set,Ivysaur,5.59,2002-09-15
Unlimited,Expedition Base Set,Kadabra,3.19,2002-09-15
Unlimited,Expedition Base Set,Machoke,1.59,2002-09-15
Unlimited,Expedition Base Set,Magmar,2.79,2002-09-15
Unlimited,Expedition Base Set,Pidgeotto,4.39,2002-09-15
Unlimited,Expedition Base Set,Pupitar,1.59,2002-09-15
Unlimited,Expedition Base Set,Wartortle,5.11,2002-09-15
Unlimited,Expedition Base Set,Abra,0.63,2002-09-15
Unlimited,Expedition Base Set,Bulbasaur,7.19,2002-09-15
Unlimited,Expedition Base Set,Bulbasaur,9.59,2002-09-15
Unlimited,Expedition Base Set,Charmander,5.59,2002-09-15
Unlimited,Expedition Base Set,Charmander,7.27,2002-09-15
Unlimited,Expedition Base Set,Clefairy,0.87,2002-09-15
Unlimited,Expedition Base Set,Diglett,0.79,2002-09-15
Unlimited,Expedition Base Set,Ekans,1.59,2002-09-15
Unlimited,Expedition Base Set,Gastly,0.39,2002-09-15
Unlimited,Expedition Base Set,Goldeen,0.71,2002-09-15
Unlimited,Expedition Base Set,Koffing,0.55,2002-09-15
Unlimited,Expedition Base Set,Larvitar,1.75,2002-09-15
Unlimited,Expedition Base Set,Machop,0.71,2002-09-15
Unlimited,Expedition Base Set,Magikarp,3.99,2002-09-15
Unlimited,Expedition Base Set,Marill,1.75,2002-09-15
Unlimited,Expedition Base Set,Meowth,0.71,2002-09-15
Unlimited,Expedition Base Set,Oddish,0.47,2002-09-15
Unlimited,Expedition Base Set,Pidgey,1.83,2002-09-15
Unlimited,Expedition Base Set,Pikachu,3.67,2002-09-15
Unlimited,Expedition Base Set,Ponyta,0.87,2002-09-15
Unlimited,Expedition Base Set,Spearow,1.43,2002-09-15
Unlimited,Expedition Base Set,Squirtle,7.91,2002-09-15
Unlimited,Expedition Base Set,Squirtle,6.07,2002-09-15
Unlimited,Expedition Base Set,Totodile,3.27,2002-09-15
Unlimited,Expedition Base Set,Totodile,2.71,2002-09-15
Unlimited,Expedition Base Set,Vulpix,3.11,2002-09-15
Unlimited,Expedition Base Set,Energy Search,0.39,2002-09-15
Unlimited,Expedition Base Set,Potion,0.39,2002-09-15
Unlimited,Expedition Base Set,Switch,2.39,2002-09-15
Unlimited,Expedition Base Set,Alakazam,47.99,2002-09-15
Reverse Holo,Expedition Base Set,Blastoise,79.99,2002-09-15
Reverse Holo,Expedition Base Set,Charizard,223.59,2002-09-15
Reverse Holo,Expedition Base Set,Clefable,9.19,2002-09-15
Reverse Holo,Expedition Base Set,Dragonite,80.79,2002-09-15
Reverse Holo,Expedition Base Set,Fearow,11.99,2002-09-15
Reverse Holo,Expedition Base Set,Feraligatr,41.59,2002-09-15
Reverse Holo,Expedition Base Set,Gengar,63.99,2002-09-15
Reverse Holo,Expedition Base Set,Machamp,26.39,2002-09-15
Reverse Holo,Expedition Base Set,Magby,13.19,2002-09-15
Reverse Holo,Expedition Base Set,Mewtwo,87.99,2002-09-15
Reverse Holo,Expedition Base Set,Ninetales,27.91,2002-09-15
Reverse Holo,Expedition Base Set,Pidgeot,22.39,2002-09-15
Reverse Holo,Expedition Base Set,Raichu,23.91,2002-09-15
Reverse Holo,Expedition Base Set,Rapidash,12.79,2002-09-15
Reverse Holo,Expedition Base Set,Tyranitar,115.03,2002-09-15
Reverse Holo,Expedition Base Set,Venusaur,49.59,2002-09-15
Reverse Holo,Expedition Base Set,Vileplume,9.59,2002-09-15
Reverse Holo,Expedition Base Set,Weezing,19.11,2002-09-15
Reverse Holo,Expedition Base Set,Alakazam,19.18,2002-09-15
Reverse Holo,Expedition Base Set,Blastoise,83.99,2002-09-15
Reverse Holo,Expedition Base Set,Blastoise,79.19,2002-09-15
Reverse Holo,Expedition Base Set,Charizard,259.99,2002-09-15
Reverse Holo,Expedition Base Set,Charizard,175.99,2002-09-15
Reverse Holo,Expedition Base Set,Clefable,8.79,2002-09-15
Reverse Holo,Expedition Base Set,Dragonite,71.19,2002-09-15
Reverse Holo,Expedition Base Set,Fearow,8.79,2002-09-15
Reverse Holo,Expedition Base Set,Feraligatr,23.99,2002-09-15
Reverse Holo,Expedition Base Set,Feraligatr,39.99,2002-09-15
Reverse Holo,Expedition Base Set,Gengar,51.99,2002-09-15
Reverse Holo,Expedition Base Set,Machamp,16.39,2002-09-15
Reverse Holo,Expedition Base Set,Magby,12.39,2002-09-15
Reverse Holo,Expedition Base Set,Mewtwo,47.99,2002-09-15
Reverse Holo,Expedition Base Set,Ninetales,21.43,2002-09-15
Reverse Holo,Expedition Base Set,Pidgeot,13.75,2002-09-15
Reverse Holo,Expedition Base Set,Raichu,25.59,2002-09-15
Reverse Holo,Expedition Base Set,Rapidash,11.99,2002-09-15
Reverse Holo,Expedition Base Set,Tyranitar,69.59,2002-09-15
Reverse Holo,Expedition Base Set,Venusaur,42.87,2002-09-15
Reverse Holo,Expedition Base Set,Venusaur,19.98,2002-09-15
Reverse Holo,Expedition Base Set,Vileplume,11.19,2002-09-15
Reverse Holo,Expedition Base Set,Weezing,7.99,2002-09-15
Reverse Holo,Expedition Base Set,Chansey,13.59,2002-09-15
Reverse Holo,Expedition Base Set,Charmeleon,35.98,2002-09-15
Reverse Holo,Expedition Base Set,Croconaw,12.47,2002-09-15
Reverse Holo,Expedition Base Set,Gloom,14.39,2002-09-15
Reverse Holo,Expedition Base Set,Haunter,22.31,2002-09-15
Reverse Holo,Expedition Base Set,Hitmonlee,7.19,2002-09-15
Reverse Holo,Expedition Base Set,Ivysaur,23.99,2002-09-15
Reverse Holo,Expedition Base Set,Kadabra,43.99,2002-09-15
Reverse Holo,Expedition Base Set,Machoke,6.55,2002-09-15
Reverse Holo,Expedition Base Set,Magmar,14.47,2002-09-15
Reverse Holo,Expedition Base Set,Pidgeotto,10.31,2002-09-15
Reverse Holo,Expedition Base Set,Pupitar,5.75,2002-09-15
Reverse Holo,Expedition Base Set,Wartortle,33.58,2002-09-15
Reverse Holo,Expedition Base Set,Abra,15.99,2002-09-15
Reverse Holo,Expedition Base Set,Bulbasaur,27.99,2002-09-15
Reverse Holo,Expedition Base Set,Bulbasaur,39.99,2002-09-15
Reverse Holo,Expedition Base Set,Charmander,31.99,2002-09-15
Reverse Holo,Expedition Base Set,Charmander,47.75,2002-09-15
Reverse Holo,Expedition Base Set,Clefairy,8.39,2002-09-15
Reverse Holo,Expedition Base Set,Diglett,7.99,2002-09-15
Reverse Holo,Expedition Base Set,Ekans,9.27,2002-09-15
Reverse Holo,Expedition Base Set,Gastly,14.55,2002-09-15
Reverse Holo,Expedition Base Set,Goldeen,5.43,2002-09-15
Reverse Holo,Expedition Base Set,Koffing,6.71,2002-09-15
Reverse Holo,Expedition Base Set,Larvitar,7.59,2002-09-15
Reverse Holo,Expedition Base Set,Machop,5.11,2002-09-15
Reverse Holo,Expedition Base Set,Magikarp,24.15,2002-09-15
Reverse Holo,Expedition Base Set,Marill,8.71,2002-09-15
Reverse Holo,Expedition Base Set,Meowth,12.79,2002-09-15
Reverse Holo,Expedition Base Set,Oddish,10.39,2002-09-15
Reverse Holo,Expedition Base Set,Pidgey,12.95,2002-09-15
Reverse Holo,Expedition Base Set,Pikachu,31.92,2002-09-15
Reverse Holo,Expedition Base Set,Ponyta,9.67,2002-09-15
Reverse Holo,Expedition Base Set,Spearow,6.55,2002-09-15
Reverse Holo,Expedition Base Set,Squirtle,18.39,2002-09-15
Reverse Holo,Expedition Base Set,Squirtle,35.99,2002-09-15
Reverse Holo,Expedition Base Set,Totodile,33.59,2002-09-15
Reverse Holo,Expedition Base Set,Totodile,24.79,2002-09-15
Reverse Holo,Expedition Base Set,Vulpix,19.19,2002-09-15
Reverse Holo,Expedition Base Set,Energy Search,26.95,2002-09-15
Reverse Holo,Expedition Base Set,Potion,5.19,2002-09-15
Reverse Holo,Expedition Base Set,Switch,27.35,2002-09-15
Reverse Holo,Expedition Base Set,Alakazam,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Alakazam,£-,2002-09-15
Prototype (For Position Only),Expedition Base Set,Blastoise,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Blastoise,£-,2002-09-15
Prototype (For Position Only),Expedition Base Set,Blastoise,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Charizard,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Charizard,£-,2002-09-15
Prototype (For Position Only),Expedition Base Set,Charizard,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Clefable,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Clefable,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Dragonite,£-,2002-09-15
Prototype (For Position Only),Expedition Base Set,Fearow,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Feraligatr,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Feraligatr,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Gengar,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Machamp,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Magby,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Mewtwo,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Ninetales,£-,2002-09-15
Prototype (Hole Punch Matte Reverse),Expedition Base Set,Pidgeot,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Raichu,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Rapidash,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Tyranitar,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Venusaur,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Venusaur,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Vileplume,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Weezing,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Chansey,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Charmeleon,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Croconaw,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Gloom,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Haunter,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Hitmonlee,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Ivysaur,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Kadabra,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Machoke,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Magmar,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Pidgeotto,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Pupitar,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Wartortle,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Abra,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Charmander,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Clefairy,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Diglett,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Ekans,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Gastly,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Goldeen,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Machop,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Magikarp,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Meowth,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Pikachu,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Ponyta,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Squirtle,£-,2002-09-15
Prototype (Matchprint),Expedition Base Set,Energy Search,£-,2002-09-15
Unlimited,Aquapolis,Ariados,47.99,2003-01-15
Unlimited,Aquapolis,Azumarill,60.55,2003-01-15
Unlimited,Aquapolis,Entei,135.99,2003-01-15
Unlimited,Aquapolis,Hypno,79.99,2003-01-15
Unlimited,Aquapolis,Kingdra,63.99,2003-01-15
Unlimited,Aquapolis,Magneton,43.99,2003-01-15
Unlimited,Aquapolis,Muk,99.99,2003-01-15
Unlimited,Aquapolis,Ninetales,75.99,2003-01-15
Unlimited,Aquapolis,Scizor,102.39,2003-01-15
Unlimited,Aquapolis,Slowking,95.99,2003-01-15
Unlimited,Aquapolis,Togetic,76.79,2003-01-15
Unlimited,Aquapolis,Tyranitar,239.99,2003-01-15
Unlimited,Aquapolis,Umbreon,419.99,2003-01-15
Unlimited,Aquapolis,Vileplume,75.99,2003-01-15
Unlimited,Aquapolis,Zapdos,159.99,2003-01-15
Unlimited,Aquapolis,Ariados,2.63,2003-01-15
Unlimited,Aquapolis,Azumarill,7.99,2003-01-15
Unlimited,Aquapolis,Elekid,8.95,2003-01-15
Unlimited,Aquapolis,Entei,15.99,2003-01-15
Unlimited,Aquapolis,Hypno,11.99,2003-01-15
Unlimited,Aquapolis,Kingdra,5.59,2003-01-15
Unlimited,Aquapolis,Magneton,7.19,2003-01-15
Unlimited,Aquapolis,Muk,5.67,2003-01-15
Unlimited,Aquapolis,Ninetales,7.99,2003-01-15
Unlimited,Aquapolis,Porygon2,3.19,2003-01-15
Unlimited,Aquapolis,Primeape,12.07,2003-01-15
Unlimited,Aquapolis,Rapidash,4.79,2003-01-15
Unlimited,Aquapolis,Scizor,22.79,2003-01-15
Unlimited,Aquapolis,Slowbro,19.99,2003-01-15
Unlimited,Aquapolis,Slowking,7.51,2003-01-15
Unlimited,Aquapolis,Togetic,6.39,2003-01-15
Unlimited,Aquapolis,Tyranitar,41.91,2003-01-15
Unlimited,Aquapolis,Umbreon,55.99,2003-01-15
Unlimited,Aquapolis,Vileplume,7.18,2003-01-15
Unlimited,Aquapolis,Zapdos,16.95,2003-01-15
Unlimited,Aquapolis,Dodrio,4.63,2003-01-15
Unlimited,Aquapolis,Gloom,7.99,2003-01-15
Unlimited,Aquapolis,Magnemite,5.59,2003-01-15
Unlimited,Aquapolis,Marill,5.59,2003-01-15
Unlimited,Aquapolis,Pupitar,2.55,2003-01-15
Unlimited,Aquapolis,Scyther,11.99,2003-01-15
Unlimited,Aquapolis,Seadra,1.83,2003-01-15
Unlimited,Aquapolis,Seaking,4.07,2003-01-15
Unlimited,Aquapolis,Smoochum,5.99,2003-01-15
Unlimited,Aquapolis,Spinarak,3.19,2003-01-15
Unlimited,Aquapolis,Aipom,1.75,2003-01-15
Unlimited,Aquapolis,Chansey,1.83,2003-01-15
Unlimited,Aquapolis,Doduo,1.99,2003-01-15
Unlimited,Aquapolis,Drowzee,2.39,2003-01-15
Unlimited,Aquapolis,Drowzee,1.91,2003-01-15
Unlimited,Aquapolis,Eevee,12.79,2003-01-15
Unlimited,Aquapolis,Exeggcute,0.79,2003-01-15
Unlimited,Aquapolis,Exeggcute,1.91,2003-01-15
Unlimited,Aquapolis,Goldeen,1.99,2003-01-15
Unlimited,Aquapolis,Grimer,3.59,2003-01-15
Unlimited,Aquapolis,Horsea,1.35,2003-01-15
Unlimited,Aquapolis,Horsea,2.15,2003-01-15
Unlimited,Aquapolis,Kangaskhan,2.71,2003-01-15
Unlimited,Aquapolis,Larvitar,1.59,2003-01-15
Unlimited,Aquapolis,Lickitung,4.79,2003-01-15
Unlimited,Aquapolis,Magnemite,0.71,2003-01-15
Unlimited,Aquapolis,Mankey,2.95,2003-01-15
Unlimited,Aquapolis,Oddish,3.03,2003-01-15
Unlimited,Aquapolis,Onix,1.51,2003-01-15
Unlimited,Aquapolis,Paras,1.59,2003-01-15
Unlimited,Aquapolis,Pinsir,1.99,2003-01-15
Unlimited,Aquapolis,Ponyta,1.91,2003-01-15
Unlimited,Aquapolis,Porygon,0.79,2003-01-15
Unlimited,Aquapolis,Porygon,2.23,2003-01-15
Unlimited,Aquapolis,Psyduck,21.99,2003-01-15
Unlimited,Aquapolis,Remoraid,1.59,2003-01-15
Unlimited,Aquapolis,Scyther,5.59,2003-01-15
Unlimited,Aquapolis,Slowpoke,3.99,2003-01-15
Unlimited,Aquapolis,Sneasel,2.07,2003-01-15
Unlimited,Aquapolis,Spinarak,0.95,2003-01-15
Unlimited,Aquapolis,Togepi,3.51,2003-01-15
Unlimited,Aquapolis,Vulpix,1.67,2003-01-15
Unlimited,Aquapolis,Energy Switch,7.75,2003-01-15
Unlimited,Aquapolis,Kingdra,319.99,2003-01-15
Reverse Holo,Aquapolis,Ariados,11.99,2003-01-15
Reverse Holo,Aquapolis,Azumarill,22.39,2003-01-15
Reverse Holo,Aquapolis,Elekid,9.19,2003-01-15
Reverse Holo,Aquapolis,Entei,43.99,2003-01-15
Reverse Holo,Aquapolis,Hypno,19.99,2003-01-15
Reverse Holo,Aquapolis,Kingdra,18.39,2003-01-15
Reverse Holo,Aquapolis,Magneton,15.99,2003-01-15
Reverse Holo,Aquapolis,Muk,11.59,2003-01-15
Reverse Holo,Aquapolis,Ninetales,37.75,2003-01-15
Reverse Holo,Aquapolis,Porygon2,13.91,2003-01-15
Reverse Holo,Aquapolis,Primeape,18.39,2003-01-15
Reverse Holo,Aquapolis,Rapidash,14.39,2003-01-15
Reverse Holo,Aquapolis,Scizor,25.59,2003-01-15
Reverse Holo,Aquapolis,Slowbro,20.47,2003-01-15
Reverse Holo,Aquapolis,Slowking,17.59,2003-01-15
Reverse Holo,Aquapolis,Togetic,21.19,2003-01-15
Reverse Holo,Aquapolis,Tyranitar,71.99,2003-01-15
Reverse Holo,Aquapolis,Umbreon,139.99,2003-01-15
Reverse Holo,Aquapolis,Vileplume,11.99,2003-01-15
Reverse Holo,Aquapolis,Zapdos,33.59,2003-01-15
Reverse Holo,Aquapolis,Dodrio,9.59,2003-01-15
Reverse Holo,Aquapolis,Gloom,16.39,2003-01-15
Reverse Holo,Aquapolis,Magnemite,11.75,2003-01-15
Reverse Holo,Aquapolis,Marill,9.59,2003-01-15
Reverse Holo,Aquapolis,Pupitar,7.19,2003-01-15
Reverse Holo,Aquapolis,Scyther,32.39,2003-01-15
Reverse Holo,Aquapolis,Seadra,9.43,2003-01-15
Reverse Holo,Aquapolis,Seaking,7.59,2003-01-15
Reverse Holo,Aquapolis,Smoochum,12.15,2003-01-15
Reverse Holo,Aquapolis,Spinarak,6.55,2003-01-15
Reverse Holo,Aquapolis,Aipom,7.67,2003-01-15
Reverse Holo,Aquapolis,Chansey,20.79,2003-01-15
Reverse Holo,Aquapolis,Doduo,7.19,2003-01-15
Reverse Holo,Aquapolis,Drowzee,7.59,2003-01-15
Reverse Holo,Aquapolis,Drowzee,6.79,2003-01-15
Reverse Holo,Aquapolis,Eevee,59.99,2003-01-15
Reverse Holo,Aquapolis,Exeggcute,8.87,2003-01-15
Reverse Holo,Aquapolis,Exeggcute,7.19,2003-01-15
Reverse Holo,Aquapolis,Goldeen,5.19,2003-01-15
Reverse Holo,Aquapolis,Grimer,13.27,2003-01-15
Reverse Holo,Aquapolis,Horsea,19.43,2003-01-15
Reverse Holo,Aquapolis,Horsea,7.59,2003-01-15
Reverse Holo,Aquapolis,Kangaskhan,15.99,2003-01-15
Reverse Holo,Aquapolis,Larvitar,15.99,2003-01-15
Reverse Holo,Aquapolis,Lickitung,6.71,2003-01-15
Reverse Holo,Aquapolis,Magnemite,11.03,2003-01-15
Reverse Holo,Aquapolis,Mankey,14.31,2003-01-15
Reverse Holo,Aquapolis,Oddish,16.39,2003-01-15
Reverse Holo,Aquapolis,Onix,17.59,2003-01-15
Reverse Holo,Aquapolis,Paras,13.27,2003-01-15
Reverse Holo,Aquapolis,Pinsir,9.59,2003-01-15
Reverse Holo,Aquapolis,Ponyta,11.51,2003-01-15
Reverse Holo,Aquapolis,Porygon,11.98,2003-01-15
Reverse Holo,Aquapolis,Porygon,7.99,2003-01-15
Reverse Holo,Aquapolis,Psyduck,54.39,2003-01-15
Reverse Holo,Aquapolis,Remoraid,7.99,2003-01-15
Reverse Holo,Aquapolis,Scyther,27.99,2003-01-15
Reverse Holo,Aquapolis,Slowpoke,9.59,2003-01-15
Reverse Holo,Aquapolis,Sneasel,12.39,2003-01-15
Reverse Holo,Aquapolis,Spinarak,6.39,2003-01-15
Reverse Holo,Aquapolis,Togepi,16.07,2003-01-15
Reverse Holo,Aquapolis,Vulpix,13.59,2003-01-15
Reverse Holo,Aquapolis,Energy Switch,29.75,2003-01-15
World Championships Deck 2004 (Blaziken Tech),Aquapolis,Alakazam,379.99,2003-01-15
Unlimited,Skyridge,Articuno,419.99,2003-05-12
Unlimited,Skyridge,Crobat,199.99,2003-05-12
Unlimited,Skyridge,Dewgong,183.99,2003-05-12
Unlimited,Skyridge,Flareon,319.99,2003-05-12
Unlimited,Skyridge,Forretress,142.47,2003-05-12
Unlimited,Skyridge,Gengar,679.99,2003-05-12
Unlimited,Skyridge,Jolteon,199.99,2003-05-12
Unlimited,Skyridge,Ledian,139.99,2003-05-12
Unlimited,Skyridge,Machamp,159.99,2003-05-12
Unlimited,Skyridge,Magneton,119.99,2003-05-12
Unlimited,Skyridge,Magneton,151.99,2003-05-12
Unlimited,Skyridge,Moltres,279.99,2003-05-12
Unlimited,Skyridge,Piloswine,139.99,2003-05-12
Unlimited,Skyridge,Raichu,207.99,2003-05-12
Unlimited,Skyridge,Starmie,199.99,2003-05-12
Unlimited,Skyridge,Umbreon,879.99,2003-05-12
Unlimited,Skyridge,Xatu,143.99,2003-05-12
Unlimited,Skyridge,Aerodactyl,15.99,2003-05-12
Unlimited,Skyridge,Alakazam,32.07,2003-05-12
Unlimited,Skyridge,Articuno,43.99,2003-05-12
Unlimited,Skyridge,Crobat,10.9,2003-05-12
Unlimited,Skyridge,Dewgong,10.39,2003-05-12
Unlimited,Skyridge,Flareon,16.31,2003-05-12
Unlimited,Skyridge,Forretress,3.03,2003-05-12
Unlimited,Skyridge,Gengar,63.99,2003-05-12
Unlimited,Skyridge,Jolteon,19.99,2003-05-12
Unlimited,Skyridge,Ledian,6.07,2003-05-12
Unlimited,Skyridge,Machamp,23.99,2003-05-12
Unlimited,Skyridge,Magneton,14.39,2003-05-12
Unlimited,Skyridge,Magneton,11.99,2003-05-12
Unlimited,Skyridge,Moltres,25.59,2003-05-12
Unlimited,Skyridge,Omastar,10.39,2003-05-12
Unlimited,Skyridge,Piloswine,19.99,2003-05-12
Unlimited,Skyridge,Raichu,23.99,2003-05-12
Unlimited,Skyridge,Starmie,15.27,2003-05-12
Unlimited,Skyridge,Umbreon,113.59,2003-05-12
Unlimited,Skyridge,Xatu,3.18,2003-05-12
Unlimited,Skyridge,Machoke,4.79,2003-05-12
Unlimited,Skyridge,Noctowl,4.95,2003-05-12
Unlimited,Skyridge,Omanyte,5.99,2003-05-12
Unlimited,Skyridge,Persian,4.39,2003-05-12
Unlimited,Skyridge,Piloswine,2.87,2003-05-12
Unlimited,Skyridge,Starmie,2.79,2003-05-12
Unlimited,Skyridge,Abra,7.99,2003-05-12
Unlimited,Skyridge,Cleffa,6.39,2003-05-12
Unlimited,Skyridge,Diglett,5.67,2003-05-12
Unlimited,Skyridge,Ditto,15.43,2003-05-12
Unlimited,Skyridge,Dunsparce,6.71,2003-05-12
Unlimited,Skyridge,Eevee,12.23,2003-05-12
Unlimited,Skyridge,Forretress,3.43,2003-05-12
Unlimited,Skyridge,Gastly,7.99,2003-05-12
Unlimited,Skyridge,Girafarig,5.59,2003-05-12
Unlimited,Skyridge,Golbat,23.99,2003-05-12
Unlimited,Skyridge,Haunter,14.39,2003-05-12
Unlimited,Skyridge,Heracross,4.79,2003-05-12
Unlimited,Skyridge,Hoothoot,3.83,2003-05-12
Unlimited,Skyridge,Jigglypuff,3.19,2003-05-12
Unlimited,Skyridge,Kadabra,10.55,2003-05-12
Unlimited,Skyridge,Lapras,9.59,2003-05-12
Unlimited,Skyridge,Ledyba,6.39,2003-05-12
Unlimited,Skyridge,Ledyba,9.59,2003-05-12
Unlimited,Skyridge,Machop,3.11,2003-05-12
Unlimited,Skyridge,Magikarp,10.39,2003-05-12
Unlimited,Skyridge,Magnemite,2.71,2003-05-12
Unlimited,Skyridge,Mantine,4.15,2003-05-12
Unlimited,Skyridge,Meowth,18.31,2003-05-12
Unlimited,Skyridge,Murkrow,6.39,2003-05-12
Unlimited,Skyridge,Natu,1.59,2003-05-12
Unlimited,Skyridge,Pikachu,43.19,2003-05-12
Unlimited,Skyridge,Pineco,4.39,2003-05-12
Unlimited,Skyridge,Pineco,6.39,2003-05-12
Unlimited,Skyridge,Sandshrew,9.59,2003-05-12
Unlimited,Skyridge,Seel,11.99,2003-05-12
Unlimited,Skyridge,Seel,7.99,2003-05-12
Unlimited,Skyridge,Snorlax,15.99,2003-05-12
Unlimited,Skyridge,Staryu,5.43,2003-05-12
Unlimited,Skyridge,Staryu,10.79,2003-05-12
Unlimited,Skyridge,Swinub,21.19,2003-05-12
Unlimited,Skyridge,Swinub,4.31,2003-05-12
Unlimited,Skyridge,Teddiursa,2.39,2003-05-12
Unlimited,Skyridge,Ursaring,5.27,2003-05-12
Unlimited,Skyridge,Venomoth,4.95,2003-05-12
Unlimited,Skyridge,Venonat,5.59,2003-05-12
Unlimited,Skyridge,Yanma,3.35,2003-05-12
